95.5	73.75	82.75	-38.5	73.25	19	-13	100	86.75	-89.5	47	-25.5	-95.75	-44.5	85	-71.75	-13.75	26.25	75	82.75
83.5	87.5	100	-4.25	43	28	87.5	79.5	65.5	-39	-43.5	73	34.75	93.5	39	26.5	68.5	74.75	91.25	96.5
-24.75	96.75	94.5	-12.5	-6.5	-6	94.75	8.5	-31.25	-26	13.5	-16	100	86.75	-21.5	-52.5	82.5	23.25	74.5	99
-43.5	76.5	66.5	-62.5	-71.75	-73.25	-60.5	-60.5	-25.25	-64.5	-60.5	-53	-80.5	-81.5	-43	-83.75	16	22.25	82.75	73.5
54.5	88.5	94.75	-77.75	-51.5	-40.75	62.5	35.5	-17.25	-59.75	-39.5	19.5	-62	-17.5	36.5	-87.25	84.75	98.75	90.5	69.25
84.5	95	67.5	-27.75	-71.75	16	91.5	68.75	49.5	-47	-23.5	28	-21.5	67.75	51.75	-59.75	95.5	94.5	76	100
-19.5	93.75	84.25	-94.75	-78.25	-44.25	92.25	63.5	-36.75	-50.5	-54.25	-70.5	37	87.75	-71.75	-54.5	48.5	54.5	76.25	76.5
75.5	71.5	97	-78.75	69	-48.5	-30.75	67.75	70.5	-82.5	67.25	-25.25	-48.25	8.5	81.75	-70	46.25	66.25	69.25	93.75
24.5	67.5	92	-72.25	-59.25	0	-22.5	71.25	-13.25	-86.5	-45.25	-52	-77	20.5	-10.75	-88.25	76.5	32.5	80.5	71.75
66.5	95	75.25	-20.25	23.5	34	88.5	39	75.5	-79	20.5	-27	-40	56.5	66.5	-74.25	76.25	82.25	88.5	90.25
74.75	92.5	100	62.5	-4.5	-9.5	96.75	91.25	60	-68	19	-23	-4.5	91.5	52.5	29.5	91.75	97	80.5	85.75
91.75	87.5	77	-38.25	4.5	-6	93	62.5	70.5	-89.5	24.25	45	-11.25	94.5	88.25	-72.25	94.5	70.5	94.5	84.75
-17.5	0	16.75	-62.5	45.5	21.25	-12.25	-23.75	28.25	-68.5	81.75	58.25	-75	-50.5	91.25	-26.5	54	29.5	70.25	-27.5
-11.5	69.75	100	96	97.5	91	79.25	-5.75	95.5	78.5	75.25	91.5	-14	57.75	96.25	97.5	97.75	95.5	90.5	79.5
-5.25	-31.5	89.5	1.5	11.25	40.75	-88.5	29.5	86.5	-72.5	91	84.75	-87	-64.25	96.75	46.5	86.75	95.5	88.75	-67.5
82.25	74.5	84	-7.5	73.5	53.5	23.5	64	78.5	-11.75	52.75	81.5	-59.5	26.5	78.5	-10.25	95.5	91	68.5	69.25
27.75	65.5	66.5	-4.5	62.5	84.75	69.5	76.5	82.25	-39.75	11.25	84	-76.25	8.5	75.5	4.25	93	91.5	80.25	68
16.5	79.5	73.5	55.5	94	86.5	81	-23.25	28.25	-35	60.5	64.75	-17.25	18.5	91.75	60.25	82.5	62.25	87.25	75.5
56.25	74.5	78.25	15.75	84.5	-23.75	63.75	76.5	95.75	-21	8	32	-1.5	-27.5	50.25	-35	84.5	92.5	89.5	96.5
-55.5	36.5	68.25	23	77.5	67.75	-8.5	37.25	75.25	-91	68.25	33.25	-74.25	-82	72.5	11.5	84.5	80.5	97.75	58.5
