2370.89	4899.77	4717.84	3329.89	3980.02	7347.33	2388.3	3924.68	1834.65	3339.04	4687.08	3802.8	2313.92	2646.66	1744.44	5509.29	1575.68	2569.3	4718.59	2551.28
2234.69	3615.28	5610.92	3151	6389.25	2785.34	2995.79	3087.34	2128.16	8256.35	10809.5	3047.87	6772.46	2144.13	4249.38	3680.57	2103.61	2811.08	4333.2	2450.46
3415.91	1886.5	1890.09	3190.19	2701.6	4221.08	2354.13	2217	2235.81	3205.14	2386.75	2509.02	2009.97	1593.96	2395.25	7241.49	6302.13	2484.61	2036.95	2398.94
3473.39	3590.56	3009.02	1909.18	3233.89	1839.88	6057	2206.82	2546.16	5041.71	5618.81	2070.82	2389.33	3570.32	3862.05	3580.23	3643.81	4134.51	2672.95	2016.02
2303.3	2589.14	2764.66	3303.35	1630.34	2268.44	4706.03	7045.25	5257.13	5092.6	2246.95	28170.8	1803.39	2507.89	2481.57	3080.6	1753.08	2277.53	2452.24	2217.11
2119.08	2086.01	3545.82	2560.33	3109.1	10423.8	3425.22	3214.06	3483.05	2778.79	3985.11	2655.05	11428	4645.13	5195.3	3495.97	3024.22	2092.05	3562.46	2795.81
4482.66	2311.78	3545.93	5381.48	4270.61	3179.01	3199.29	2762.13	2812.31	1877.76	4446.59	5228.59	6951.22	2390.48	2661.57	2957.39	4175.55	2087.05	2197.1	2228
2222.75	2507.71	5979.41	2625.31	2437.55	2635.29	2201.83	2971.13	3027.52	1856.2	4478.85	2009.65	1546.85	3526.37	2902.86	2562.1	3905.03	1835.54	5512.21	6153.91
2640.86	2337.79	2347.04	1609.13	2859.83	3116.6	3777.71	4047.13	2761.75	5468.18	2265.02	3031.41	2015.03	2203.23	2501.6	3220.03	3619.62	2445.99	3039.85	3601.55
3472.94	2403.15	2515.06	2064	7936.96	4721.04	2892.03	3593.43	1683.76	2702.84	3686.02	1869.58	2103.91	1939.5	2624.28	3115.04	5725.69	2663.81	4705.95	3729.76
3911.05	3181.97	2694.19	2117.52	2484.26	2229.29	1779.34	2678.24	3435.22	2966.67	5454.72	2815.32	2949.05	2369.13	3110.09	2268.61	3475.21	2172.35	2291.55	2418.84
3424.26	3502.11	2099.66	3824.61	4596.1	3146.26	2552.29	1963.57	1712.51	3609.19	3439.76	3619.69	1953.21	2431.63	2570.49	2202.05	2558.38	1984.28	1391.03	1954.93
2285.62	3556.98	6391.4	4542.39	3964.27	2551.32	2550.79	3135.47	2246.41	3601.12	3754.43	2957.71	2525.32	3689.68	2860.29	5908.35	2576.17	2248.94	3582.9	2124.76
1895.46	2457.76	5340.82	2882.27	6491.46	3465.89	3176.41	2082.82	3540.47	6886.27	2754.06	4101.17	1904.43	3670.57	4734.78	2756.84	1925.1	4798.1	2434.82	1866.6
1891.69	1606.25	2481	5813.76	3001.17	3485.48	2990.01	3840.69	3435.5	4422.16	5154.78	2095.11	1851.54	3440.72	5654.23	4144.16	2552.83	2358.23	2127.06	4057.74
3755.77	2350.97	3768.85	2544.99	5262.19	2887.51	2669.21	2772.01	3657.76	4793.72	6654.62	4312.43	2397.73	2326.64	2490.36	2916.58	3861.18	3056.06	3869.3	5061.94
1727.74	1996.42	1941.37	1818.63	1893.98	1996.76	2690.98	6750.43	9025.34	3871.76	1850.28	7808.17	2068.47	2235.38	3807.26	2773.85	4693.73	2118	7085.18	2880.39
4134.21	2084.97	2879.39	3160.93	5066.93	3308.94	5353.05	4826.24	4139.62	2818.49	2594.02	2091.66	1872.44	5793.02	2095.16	4625.49	5398.23	3206.79	4871.06	3249.2
2518.19	5300.31	2001.03	4518.21	5871.35	2492.26	2665.13	2584.47	14132.2	3716.51	2387.65	2612.24	1750.65	1930.31	2138.39	2866.45	2901.05	2815.16	1733.04	2509.14
1740.25	4513.92	3155.26	2677.96	2567.63	5943.93	4651.17	3618.33	3666.81	5684.63	3699.57	2825.52	1936.6	6858.48	2396.08	5802.83	5160.08	3060.9	2534.18	2086.12
