2412.93	2119.72	3072.88	1622.06	2271.52	3428.48	3939.28	2521.32	2752.97	8188.75	7689.35	1944.62	3714.29	6033.85	2985.96	1780.42	3417.77	3032.87	4082.94	3363.06
6187.47	8869.55	16410.9	9137.5	5894.7	2519.21	2812.25	4410.55	4844.86	4310.44	12454.5	3455.75	4716.1	5399.99	2938.32	2699.08	5262.06	8292.27	10845	3205.06
9808.26	2115.09	2485.71	2039.51	1953.14	1763.93	3334	3909.38	3863.45	5056.47	3160.59	2694.06	3231.46	5280.84	3862.31	5457.43	4086.37	5845.24	3942.36	3571.66
2354.76	2958.31	4342.83	1604.18	6624.88	4542.6	4354.26	5131.09	4285.38	2600	8423.67	8339.79	2094.25	3168.8	2726.18	3174.05	2879.05	4347.79	3183.89	6173.55
3270.95	3427.72	2906.91	5178.68	3543.85	4812.17	14590.5	5532.03	10319.7	6327.59	2802.68	2185.21	4413.18	3375.74	7635.04	2951.16	3706.12	4555.7	2500.05	9398.54
8643.61	2588.65	3015.93	5198.49	4991.25	6079.8	17783.7	4594.54	4595.87	2112.51	12152.8	4368.7	2103.62	3653.06	3004.84	2675.02	7747.68	4679.81	3808.36	4822.42
3580.51	2058.29	3809.63	5179.82	5283.4	1794.72	2982.49	7342.39	10414.4	3253.12	2513.91	4000.9	2058.5	2750.82	4501.02	2037.68	2436.82	2698.35	5499.11	5039.11
6247.24	2480.67	3318.48	2439.75	4277.7	4067.51	3107.16	2649.52	6280.77	2966.71	3669.01	1731.74	3255.21	3782.62	1994.63	1881.9	7358.8	8830.81	3047.62	2320.38
2114.21	17468.8	4684.54	1222	2567.18	1802.68	3750.32	3523.58	1852.14	1841.68	3231.24	1992.94	2001.33	6354.82	3069.9	1747.33	5988.93	3746.42	10751.4	11173.1
3167.64	3566.63	13608.6	3432.98	4894.5	2179.26	2972.09	5352.53	4373.55	1806.49	4355.28	2917.68	14731.8	3250.93	4884.88	1981.04	3254.51	5313.75	3815.29	3109.77
2855.74	3125.53	1691.76	1939.39	16473.1	7002.56	4839.68	4429.68	2376.21	5007.92	3424.72	3728.58	3675.33	3592.04	3911.44	3511.18	2678.8	2023.51	2753.76	6856.11
3588.27	5169.59	4448.2	1294.72	6580.34	3658.19	2659.44	2650.24	3668.12	2725.17	2192.89	2392.57	5173.85	2751.46	4091.52	1972.39	2766.57	4324.48	7552.33	4520.63
3414.36	5445.59	9230.81	2113.59	4566.15	2838.52	4274.75	3353.58	6352.7	6445.95	5458.78	3178.44	2974.27	3065.99	2254.83	4730.47	3282.02	3810.96	4555.64	3742.21
3704.09	3010.17	5286.67	2685.27	3402.12	6220.58	20006.1	2776.03	2295.35	4635.5	7702.99	2472.83	1938.13	5351.48	17809.6	4201.24	6318.43	4630.25	13854.4	3146.01
2666.81	3267.65	4112.1	1698.77	2854.33	1596.69	3599.54	4146.5	2695.33	1955.2	5960.79	2952	2033.98	3346.46	2972.85	2714.32	4221.73	3554.76	14679	2949.05
8210.01	3894.87	2827.87	9497.41	2870.72	2705.58	2312.82	9052.54	7109.52	2916.54	2029.25	4334.48	4536.85	2825.77	4267.81	5000.94	4417.97	2975.89	3897.67	4544.31
6978.2	3146.59	8754.79	1288.57	2583.61	2075.05	13407	7917.21	2630.52	2272.81	3654.8	6002.32	2147.3	5144.73	2844.56	2926.18	9214.18	4973.44	15552.2	3272.51
2854.5	2624.66	3005.68	1598.07	5429.74	2865.89	2987.98	1813.04	5143.66	1812.8	3644.75	5299.67	2804.13	7978.68	3262.65	4071.66	3224.2	4433.39	2523.78	6265.03
7756.71	5630.82	3424.04	3999.43	5018.35	2958.29	2745.49	2728.97	7332.1	2248	5240.03	4695.94	2173.36	2351.84	3575.85	2292.41	4260.37	3939.02	3760.24	7565.19
3047.39	1982.92	7784.31	20001.7	3520.62	1693.84	2784.1	2852.1	2961.46	2717.63	2694.91	4058.24	7380.37	4067.04	4387.86	4657.01	2761.39	5388.93	2360.07	3448.45
